"publisher","recipient_code","count"
"af","KH",3
"af","CO",3
"af","DJ",4
"af","EG",3
"af","JM",4
"af","LB",3
"af","MR",3
"af","PG",3
"af","GE",4
"af","TZ",3
"af","CK",3
"af","UY",4
"af","WS",3
"af","MG",3
"af","MU",3
"af","MN",4
"af","MV",4
"af","TM",4
"af","EC",3
"af","ER",3
"af","SB",4
"af","NI",4
"af","PK",4
"af","SN",6
"af","HN",6
"af","LK",3
"af","AR",5
"af","GT",4
"af","RW",3
"afd","AF",8
"afd","BF",27
"afd","BI",6
"afd","BJ",20
"afd","BO",1
"afd","BR",6
"afd","CD",14
"afd","CF",19
"afd","CG",21
"afd","CI",17
"afd","CM",30
"afd","CN",7
"afd","CO",5
"afd","CV",3
"afd","DJ",5
"afd","DO",4
"afd","DZ",2
"afd","EC",3
"afd","EG",13
"afd","ET",10
"afd","GA",12
"afd","GH",12
"afd","GN",16
"afd","HT",14
"afd","ID",3
"afd","IN",6
"afd","JO",12
"afd","KE",13
"afd","KH",24
"afd","KM",17
"afd","LA",7
"afd","LB",4
"afd","LK",2
"afd","MA",28
"afd","MG",54
"afd","ML",44
"afd","MR",17
"afd","MU",6
"afd","MX",4
"afd","MZ",14
"afd","NE",24
"afd","NG",9
"afd","PE",1
"afd","PH",2
"afd","PK",5
"afd","PS",23
"afd","RW",2
"afd","SC",1
"afd","SD",2
"afd","SL",1
"afd","SN",37
"afd","SR",2
"afd","ST",1
"afd","SY",1
"afd","TD",23
"afd","TG",13
"afd","TN",32
"afd","TR",3
"afd","TZ",3
"afd","UG",4
"afd","VN",20
"afd","ZA",1
"afd","ZM",3
"afd","ZW",1
"afdb","DZ",84
"afdb","AO",174
"afdb","BJ",319
"afdb","BW",113
"afdb","BF",341
"afdb","BI",238
"afdb","CM",344
"afdb","CV",145
"afdb","CF",136
"afdb","TD",318
"afdb","CI",134
"afdb","KM",104
"afdb","CG",122
"afdb","DJ",141
"afdb","CD",394
"afdb","EG",304
"afdb","GQ",100
"afdb","ER",51
"afdb","ET",358
"afdb","ZRCD",59
"afdb","GA",113
"afdb","GM",171
"afdb","GH",550
"afdb","GN",249
"afdb","GW",150
"afdb","KE",545
"afdb","LS",147
"afdb","LR",225
"afdb","LY",19
"afdb","MG",310
"afdb","MW",436
"afdb","ML",404
"afdb","MR",218
"afdb","MU",86
"afdb","MA",501
"afdb","MZ",449
"afdb","998",3180
"afdb","NE",310
"afdb","NG",271
"afdb","RW",351
"afdb","ST",135
"afdb","SN",390
"afdb","SC",71
"afdb","SL",270
"afdb","SO",64
"afdb","ZA",63
"afdb","SS",26
"afdb","SD",89
"afdb","SZ",108
"afdb","TZ",446
"afdb","TG",172
"afdb","TN",451
"afdb","UG",473
"afdb","ZM",229
"afdb","ZW",115
"aics","ET",503
"asdb","AF",548
"asdb","AM",318
"asdb","AZ",356
"asdb","BD",2107
"asdb","BT",442
"asdb","CK",76
"asdb","CN",2762
"asdb","FJ",102
"asdb","FM",64
"asdb","GE",549
"asdb","ID",600
"asdb","IN",3166
"asdb","KG",823
"asdb","KH",1336
"asdb","KI",89
"asdb","KZ",214
"asdb","LA",1260
"asdb","LK",1584
"asdb","MH",58
"asdb","MM",184
"asdb","MN",817
"asdb","MV",99
"asdb","NP",1501
"asdb","NR",40
"asdb","PG",809
"asdb","PH",399
"asdb","PK",1576
"asdb","PW",118
"asdb","798",42
"asdb","SB",233
"asdb","TH",35
"asdb","TJ",537
"asdb","TL",374
"asdb","TM",31
"asdb","TO",159
"asdb","TV",43
"asdb","UZ",933
"asdb","VN",2373
"asdb","VU",85
"asdb","WS",231
"ausgov","289",112
"ausgov","298",186
"ausgov","380",88
"ausgov","489",58
"ausgov","589",59
"ausgov","689",215
"ausgov","789",190
"ausgov","798",415
"ausgov","088",4
"ausgov","889",1039
"ausgov","089",12
"ausgov","998",3385
"ausgov","AF",611
"ausgov","AG",41
"ausgov","AL",16
"ausgov","AM",9
"ausgov","AO",39
"ausgov","AR",86
"ausgov","AZ",13
"ausgov","BA",31
"ausgov","BB",5
"ausgov","BD",947
"ausgov","BF",58
"ausgov","BI",150
"ausgov","BJ",26
"ausgov","BO",107
"ausgov","BR",145
"ausgov","BT",313
"ausgov","BW",255
"ausgov","BZ",113
"ausgov","CD",147
"ausgov","CF",36
"ausgov","CG",22
"ausgov","CI",38
"ausgov","CK",196
"ausgov","CL",152
"ausgov","KH",2468
"ausgov","CN",597
"ausgov","CO",74
"ausgov","CR",38
"ausgov","CU",11
"ausgov","CV",61
"ausgov","DJ",22
"ausgov","DM",77
"ausgov","DO",29
"ausgov","DZ",21
"ausgov","EC",84
"ausgov","EG",82
"ausgov","ER",23
"ausgov","ET",567
"ausgov","FJ",1658
"ausgov","FM",373
"ausgov","GA",16
"ausgov","GD",65
"ausgov","GE",4
"ausgov","GH",440
"ausgov","GM",43
"ausgov","GN",40
"ausgov","GQ",19
"ausgov","GT",39
"ausgov","GW",20
"ausgov","GY",86
"ausgov","HN",80
"ausgov","HT",136
"ausgov","ID",2358
"ausgov","IN",599
"ausgov","IQ",204
"ausgov","IR",64
"ausgov","JM",118
"ausgov","JO",258
"ausgov","KE",786
"ausgov","KG",11
"ausgov","KI",1097
"ausgov","KM",44
"ausgov","KN",29
"ausgov","KP",11
"ausgov","KZ",1
"ausgov","LA",1151
"ausgov","LB",365
"ausgov","LC",71
"ausgov","LK",570
"ausgov","LR",115
"ausgov","LS",341
"ausgov","LY",22
"ausgov","MA",25
"ausgov","MD",9
"ausgov","ME",11
"ausgov","MG",82
"ausgov","MH",412
"ausgov","MK",15
"ausgov","ML",68
"ausgov","MM",999
"ausgov","MN",556
"ausgov","MR",18
"ausgov","MU",78
"ausgov","MV",192
"ausgov","MW",458
"ausgov","MX",76
"ausgov","MY",161
"ausgov","MZ",334
"ausgov","NE",91
"ausgov","NG",289
"ausgov","NI",60
"ausgov","NP",748
"ausgov","NR",528
"ausgov","NU",193
"ausgov","PA",24
"ausgov","PE",279
"ausgov","PG",2118
"ausgov","PH",1432
"ausgov","PK",735
"ausgov","PS",333
"ausgov","PW",425
"ausgov","PY",126
"ausgov","RS",48
"ausgov","RW",195
"ausgov","SB",1603
"ausgov","SC",96
"ausgov","SD",197
"ausgov","SL",95
"ausgov","SN",147
"ausgov","SO",126
"ausgov","SR",73
"ausgov","ST",69
"ausgov","SV",47
"ausgov","SY",47
"ausgov","SZ",234
"ausgov","TD",23
"ausgov","TG",56
"ausgov","TH",995
"ausgov","TJ",12
"ausgov","TK",61
"ausgov","TL",1199
"ausgov","TN",35
"ausgov","TO",1011
"ausgov","TR",76
"ausgov","TT",21
"ausgov","TV",494
"ausgov","TZ",533
"ausgov","UA",46
"ausgov","UG",415
"ausgov","UY",41
"ausgov","UZ",1
"ausgov","VC",89
"ausgov","VE",24
"ausgov","VN",1504
"ausgov","VU",1341
"ausgov","WF",51
"ausgov","WS",1066
"ausgov","YE",66
"ausgov","ZA",684
"ausgov","ZM",400
"ausgov","ZW",403
"be-dgd","998",4242
"be-dgd","BI",655
"be-dgd","CD",1954
"be-dgd","BF",305
"be-dgd","SN",346
"be-dgd","ZA",419
"be-dgd","KH",162
"be-dgd","MA",367
"be-dgd","IN",163
"be-dgd","ID",64
"be-dgd","BR",77
"be-dgd","CO",102
"be-dgd","HT",194
"be-dgd","NE",281
"be-dgd","289",140
"be-dgd","RW",515
"be-dgd","CU",372
"be-dgd","PE",438
"be-dgd","MW",92
"be-dgd","BJ",425
"be-dgd","KE",334
"be-dgd","PS",293
"be-dgd","CI",81
"be-dgd","BO",408
"be-dgd","TZ",437
"be-dgd","GT",90
"be-dgd","MG",105
"be-dgd","NI",91
"be-dgd","PH",206
"be-dgd","VN",827
"be-dgd","CM",181
"be-dgd","UG",478
"be-dgd","MZ",286
"be-dgd","DZ",181
"be-dgd","TG",96
"be-dgd","ML",338
"be-dgd","ET",294
"be-dgd","EC",440
"be-dgd","SS",42
"be-dgd","498",8
"be-dgd","HN",65
"be-dgd","DO",35
"be-dgd","389",8
"be-dgd","AF",49
"be-dgd","SY",51
"be-dgd","MN",14
"be-dgd","NG",33
"be-dgd","ZM",44
"be-dgd","CN",77
"be-dgd","SL",19
"be-dgd","CG",18
"be-dgd","AO",7
"be-dgd","ST",7
"be-dgd","298",100
"be-dgd","MR",23
"be-dgd","798",15
"be-dgd","BA",12
"be-dgd","RS",20
"be-dgd","CF",27
"be-dgd","PK",3
"be-dgd","SD",24
"be-dgd","GH",171
"be-dgd","TN",54
"be-dgd","JO",41
"be-dgd","LR",30
"be-dgd","LB",42
"be-dgd","GN",41
"be-dgd","UA",32
"be-dgd","IQ",26
"be-dgd","YE",12
"be-dgd","LK",39
"be-dgd","489",29
"be-dgd","GW",7
"be-dgd","089",16
"be-dgd","589",4
"be-dgd","NP",53
"be-dgd","VU",1
"be-dgd","TR",18
"be-dgd","SO",20
"be-dgd","TD",6
"be-dgd","BD",36
"be-dgd","ZW",57
"be-dgd","SR",92
"be-dgd","LA",79
"be-dgd","SV",30
"be-dgd","679",4
"be-dgd","MX",30
"be-dgd","GY",11
"be-dgd","GM",37
"be-dgd","PY",7
"be-dgd","AM",12
"be-dgd","GE",4
"be-dgd","MD",11
"be-dgd","189",8
"be-dgd","EG",30
"be-dgd","AR",15
"be-dgd","UY",4
"be-dgd","KP",2
"be-dgd","AL",10
"be-dgd","KZ",4
"be-dgd","JM",47
"be-dgd","BY",12
"be-dgd","MM",8
"be-dgd","380",3
"be-dgd","SZ",6
"be-dgd","TH",16
"be-dgd","CV",5
"be-dgd","XK",5
"be-dgd","CL",24
"be-dgd","LY",3
"be-dgd","SC",3
"be-dgd","CR",3
"be-dgd","VE",12
"be-dgd","UZ",2
"be-dgd","619",1
"be-dgd","MY",2
"be-dgd","IR",1
"be-dgd","ME",1
"be-dgd","ER",3
"be-dgd","PG",4
"be-dgd","KM",10
"bmgf","289",2004
"bmgf","BD",480
"bmgf","IN",2066
"bmgf","NG",1169
"bmgf","998",8562
"bmgf","ET",861
"bmgf","US",906
"bmgf","GH",624
"bmgf","CN",193
"bmgf","TZ",936
"bmgf","UG",806
"bmgf","489",193
"bmgf","298",983
"bmgf","BF",363
"bmgf","KE",984
"bmgf","PK",316
"bmgf","ZM",296
"bmgf","CD",186
"bmgf","ZA",329
"bmgf","GB",25
"bmgf","689",286
"bmgf","MW",390
"bmgf","SL",45
"bmgf","SO",40
"bmgf","ID",162
"bmgf","PH",133
"bmgf","ML",331
"bmgf","CI",87
"bmgf","NE",148
"bmgf","BJ",75
"bmgf","SN",240
"bmgf","GN",37
"bmgf","TG",50
"bmgf","VN",158
"bmgf","TH",67
"bmgf","389",62
"bmgf","789",70
"bmgf","PR",1
"bmgf","HT",55
"bmgf","MZ",356
"bmgf","FR",2
"bmgf","CM",77
"bmgf","798",307
"bmgf","RW",220
"bmgf","BT",49
"bmgf","NP",135
"bmgf","LK",70
"bmgf","GM",47
"bmgf","MN",18
"bmgf","DJ",9
"bmgf","BO",31
"bmgf","YE",17
"bmgf","BI",41
"bmgf","TD",43
"bmgf","HN",57
"bmgf","NI",53
"bmgf","LA",35
"bmgf","AF",60
"bmgf","TL",8
"bmgf","LR",84
"bmgf","LS",26
"bmgf","CF",14
"bmgf","PG",20
"bmgf","GW",16
"bmgf","EH",5
"bmgf","PS",12
"bmgf","IQ",15
"bmgf","EG",19
"bmgf","CG",24
"bmgf","TJ",5
"bmgf","ZW",129
"bmgf","ER",17
"bmgf","MG",46
"bmgf","KG",6
"bmgf","UZ",5
"bmgf","SS",28
"bmgf","KH",129
"bmgf","KM",5
"bmgf","ST",5
"bmgf","MM",48
"bmgf","KP",6
"bmgf","MR",19
"bmgf","SB",5
"bmgf","SD",39
"bmgf","SY",16
"bmgf","CV",1
"bmgf","BR",108
"bmgf","889",19
"bmgf","GA",9
"bmgf","GT",63
"bmgf","DO",3
"bmgf","SV",38
"bmgf","CR",13
"bmgf","MX",76
"bmgf","BZ",12
"bmgf","CA",7
"bmgf","BW",34
"bmgf","CO",50
"bmgf","189",13
"bmgf","589",28
"bmgf","SZ",25
"bmgf","QA",5
"bmgf","AE",3
"bmgf","SA",6
"bmgf","KW",2
"bmgf","AO",37
"bmgf","SG",14
"bmgf","DK",2
"bmgf","AM",3
"bmgf","CL",16
"bmgf","EC",22
"bmgf","PE",48
"bmgf","ME",4
"bmgf","BG",20
"bmgf","BA",4
"bmgf","RS",4
"bmgf","HR",4
"bmgf","AL",4
"bmgf","MK",4
"bmgf","SI",4
"bmgf","RO",16
"bmgf","GR",6
"bmgf","RU",7
"bmgf","PA",15
"bmgf","TR",14
"bmgf","AR",4
"bmgf","089",48
"bmgf","DE",1
"bmgf","CU",8
"bmgf","FJ",10
"bmgf","JP",4
"bmgf","KR",23
"bmgf","GQ",10
"bmgf","TN",2
"bmgf","LY",2
"bmgf","NL",3
"bmgf","AU",15
"bmgf","JM",6
"bmgf","LV",6
"bmgf","JO",6
"bmgf","LB",8
"bmgf","MY",5
"bmgf","LT",6
"bmgf","GY",4
"bmgf","PL",12
"bmgf","MA",7
"bmgf","MD",20
"bmgf","498",8
"bmgf","UA",12
"bmgf","VE",4
"bmgf","PY",3
"bmgf","IR",4
"bmgf","CH",1
"bmz","998",1689
"bmz","IN",340
"bmz","ML",108
"bmz","JO",98
"bmz","HN",46
"bmz","BF",134
"bmz","CF",21
"bmz","AZ",13
"bmz","LK",79
"bmz","ET",115
"bmz","TZ",130
"bmz","AL",83
"bmz","CN",84
"bmz","VN",145
"bmz","SV",29
"bmz","UG",120
"bmz","GT",80
"bmz","ZM",77
"bmz","ER",11
"bmz","BR",139
"bmz","EC",55
"bmz","CM",85
"bmz","KE",133
"bmz","MG",65
"bmz","EG",103
"bmz","PH",86
"bmz","PS",107
"bmz","GH",109
"bmz","TD",29
"bmz","TH",8
"bmz","KR",2
"bmz","NE",76
"bmz","AF",180
"bmz","TR",37
"bmz","LS",9
"bmz","YE",114
"bmz","BO",107
"bmz","CL",6
"bmz","MN",99
"bmz","GY",2
"bmz","ZA",106
"bmz","SN",83
"bmz","NG",52
"bmz","CD",130
"bmz","ID",141
"bmz","PY",28
"bmz","UY",5
"bmz","CO",91
"bmz","CV",2
"bmz","KG",55
"bmz","LA",93
"bmz","CI",37
"bmz","MX",71
"bmz","MA",112
"bmz","MZ",104
"bmz","NI",58
"bmz","DO",10
"bmz","UZ",39
"bmz","498",291
"bmz","CU",8
"bmz","CR",8
"bmz","RW",67
"bmz","BD",141
"bmz","DZ",41
"bmz","GN",25
"bmz","ZW",80
"bmz","798",263
"bmz","TN",97
"bmz","GE",23
"bmz","MW",75
"bmz","HR",9
"bmz","MK",21
"bmz","RS",132
"bmz","KH",96
"bmz","TL",45
"bmz","SY",35
"bmz","BJ",82
"bmz","NP",123
"bmz","298",508
"bmz","689",101
"bmz","SL",38
"bmz","PK",134
"bmz","89",253
"bmz","SD",26
"bmz","UA",127
"bmz","189",22
"bmz","AM",17
"bmz","MR",48
"bmz","PE",99
"bmz","589",141
"bmz","MD",61
"bmz","TJ",48
"bmz","BI",64
"bmz","ME",11
"bmz","289",182
"bmz","BA",68
"bmz","XK",123
"bmz","LB",56
"bmz","LR",33
"bmz","SS",72
"bmz","MM",75
"bmz","SO",51
"bmz","TG",71
"bmz","LY",5
"bmz","489",26
"bmz","KZ",2
"bmz","789",9
"bmz","GM",2
"bmz","IQ",40
"bmz","DJ",6
"bmz","389",15
"bmz","HT",52
"bmz","AO",21
"bmz","GW",1
"bmz","SZ",4
"bmz","AR",14
"bmz","BY",21
"bmz","FJ",1
"bmz","BG",13
"bmz","ST",4
"bmz","BW",6
"bmz","PG",4
"bmz","MY",4
"bmz","KP",4
"bmz","TM",1
"bmz","VE",1
"bmz","CG",1
"bmz","JM",4
"bmz","BT",1
"danida","BD",2411
"danida","689",7332
"danida","789",4986
"danida","VN",2296
"danida","NI",345
"danida","389",613
"danida","289",26070
"danida","UG",4273
"danida","TH",94
"danida","EG",982
"danida","189",1542
"danida","BJ",524
"danida","KE",3064
"danida","998",15887
"danida","LK",140
"danida","CN",475
"danida","BF",1292
"danida","TZ",4074
"danida","MZ",4187
"danida","BO",3174
"danida","489",3241
"danida","ZA",505
"danida","SO",1076
"danida","ZM",348
"danida","MM",622
"danida","798",418
"danida","298",2887
"danida","NP",1693
"danida","KH",61
"danida","ZW",434
"danida","CD",20
"danida","ID",1987
"danida","SL",52
"danida","NE",556
"danida","IQ",180
"danida","589",4666
"danida","CI",8
"danida","498",403
"danida","PS",996
"danida","SD",173
"danida","AF",796
"danida","89",6655
"danida","RS",264
"danida","JO",522
"danida","AM",64
"danida","GT",6
"danida","HN",50
"danida","BI",27
"danida","GH",2986
"danida","ML",934
"danida","ET",389
"danida","BT",260
"danida","LB",95
"danida","IN",70
"danida","MW",64
"danida","YE",162
"danida","LR",56
"danida","UA",3558
"danida","GW",22
"danida","BY",89
"danida","MA",134
"danida","ME",20
"danida","AL",63
"danida","PK",320
"danida","KG",33
"danida","LA",7
"danida","BA",273
"danida","SS",753
"danida","679",10
"danida","TJ",147
"danida","TG",6
"danida","MD",121
"danida","HT",16
"danida","SY",796
"danida","RW",9
"danida","GE",558
"danida","IR",24
"danida","TN",335
"danida","UZ",24
"danida","LY",25
"danida","PH",61
"danida","AO",2
"danida","CM",1
"danida","CO",18
"danida","NG",29
"danida","PE",6
"danida","BR",22
"danida","CL",3
"danida","MY",3
"danida","MK",20
"danida","TL",2
"danida","MX",190
"danida","DZ",5
"danida","CF",14
"danida","TR",43
"danida","889",3
"danida","PW",3
"danida","AZ",2
"danida","CU",2
"danida","MV",6
"danida","EC",18
"deccadmin","IN",2
"deccadmin","998",52
"deccadmin","298",2
"deccadmin","CO",2
"deccadmin","489",2
"deccadmin","ZA",4
"deccadmin","CN",4
"deccadmin","ID",4
"dfid","189",156
"dfid","289",3928
"dfid","298",12999
"dfid","380",4455
"dfid","389",53
"dfid","589",1607
"dfid","679",79
"dfid","798",3580
"dfid","89",257
"dfid","998",71579
"dfid","AC",12
"dfid","AE",3
"dfid","AF",9207
"dfid","AL",92
"dfid","AO",90
"dfid","AS",2
"dfid","BA",338
"dfid","BD",14622
"dfid","BF",36
"dfid","BI",738
"dfid","BJ",6
"dfid","BR",101
"dfid","BS",2
"dfid","CD",7083
"dfid","CF",283
"dfid","CG",2
"dfid","CI",14
"dfid","CL",8
"dfid","CM",67
"dfid","CN",2908
"dfid","CU",2
"dfid","CV",13
"dfid","DM",6
"dfid","EC",28
"dfid","EG",127
"dfid","ER",34
"dfid","ET",11083
"dfid","FJ",2
"dfid","GB",33
"dfid","GE",63
"dfid","GH",7025
"dfid","GM",200
"dfid","GN",9
"dfid","GR",20
"dfid","GT",28
"dfid","GY",469
"dfid","HN",12
"dfid","HT",394
"dfid","ID",2665
"dfid","IN",19312
"dfid","IQ",895
"dfid","JM",532
"dfid","JO",327
"dfid","JP",16
"dfid","KE",8467
"dfid","KG",1366
"dfid","KH",1822
"dfid","LA",149
"dfid","LB",623
"dfid","LC",2
"dfid","LK",331
"dfid","LR",558
"dfid","LS",651
"dfid","LY",968
"dfid","MD",303
"dfid","MG",8
"dfid","ML",74
"dfid","MM",4643
"dfid","MN",14
"dfid","MR",5
"dfid","MS",1584
"dfid","MV",2
"dfid","MW",7141
"dfid","MZ",7372
"dfid","NE",51
"dfid","NG",29467
"dfid","NI",102
"dfid","NP",12133
"dfid","PE",78
"dfid","PG",78
"dfid","PH",248
"dfid","PK",16307
"dfid","PN",303
"dfid","PS",1361
"dfid","RS",165
"dfid","RU",49
"dfid","RW",4546
"dfid","SB",4
"dfid","SD",3347
"dfid","SH",1422
"dfid","SL",8052
"dfid","SN",30
"dfid","SO",6927
"dfid","SS",6750
"dfid","SY",1559
"dfid","TA",442
"dfid","TC",405
"dfid","TD",29
"dfid","TG",4
"dfid","TH",6
"dfid","TJ",1157
"dfid","TL",36
"dfid","TN",31
"dfid","TR",134
"dfid","TZ",7897
"dfid","UA",458
"dfid","UG",6350
"dfid","VN",2886
"dfid","VU",43
"dfid","WS",12
"dfid","XK",574
"dfid","YE",1566
"dfid","ZA",2021
"dfid","ZM",5711
"dfid","ZW",5443
"doh","998",6
"ebrd","KG",13
"ebrd","HR",16
"ebrd","TJ",7
"ebrd","RO",29
"ebrd","TR",27
"ebrd","KZ",47
"ebrd","XK",7
"ebrd","UA",37
"ebrd","PL",15
"ebrd","MK",4
"ebrd","EG",33
"ebrd","SI",8
"ebrd","MA",20
"ebrd","BG",12
"ebrd","ME",3
"ebrd","JO",30
"ebrd","MD",4
"ebrd","BA",13
"ebrd","SK",4
"ebrd","HU",4
"ebrd","LV",5
"ebrd","EE",5
"ebrd","LT",7
"ebrd","GE",20
"ebrd","BY",8
"ebrd","AL",5
"ebrd","RS",15
"ebrd","MN",5
"ebrd","AM",6
"ebrd","GR",5
"ebrd","AZ",1
"ebrd","TN",2
"ec-devco","QMD",900
"ec-devco","189",6
"ec-devco","QMA",3230
"ec-devco","298",36
"ec-devco","QNB",1188
"ec-devco","QNC",2108
"ec-devco","389",8
"ec-devco","QNE",3456
"ec-devco","489",22
"ec-devco","QNA",2858
"ec-devco","498",8
"ec-devco","QRE",408
"ec-devco","589",14
"ec-devco","QRS",1496
"ec-devco","619",6
"ec-devco","QRC",590
"ec-devco","679",6
"ec-devco","QRD",246
"ec-devco","689",8
"ec-devco","QRB",348
"ec-devco","789",2
"ec-devco","QRA",5236
"ec-devco","798",34
"ec-devco","88",43
"ec-devco","QTA",1048
"ec-devco","QSA",6014
"ec-devco","89",64
"ec-devco","AE",2
"ec-devco","AF",4769
"ec-devco","625",4
"ec-devco","AG",104
"ec-devco","AI",20
"ec-devco","AL",213
"ec-devco","71",1
"ec-devco","AM",562
"ec-devco","610",2
"ec-devco","AN",111
"ec-devco","225",3
"ec-devco","AO",1934
"ec-devco","AQ",1
"ec-devco","AR",613
"ec-devco","425",1
"ec-devco","AT",6
"ec-devco","AW",59
"ec-devco","AZ",152
"ec-devco","BA",386
"ec-devco","64",1
"ec-devco","BB",165
"ec-devco","BD",2326
"ec-devco","666",25
"ec-devco","BE",1
"ec-devco","BF",2847
"ec-devco","287",10
"ec-devco","BG",5
"ec-devco","BI",3110
"ec-devco","228",1
"ec-devco","BJ",1921
"ec-devco","236",1
"ec-devco","BO",1602
"ec-devco","428",5
"ec-devco","BR",1242
"ec-devco","431",25
"ec-devco","BS",34
"ec-devco","BT",219
"ec-devco","BW",633
"ec-devco","BY",259
"ec-devco","BZ",1013
"ec-devco","352",1
"ec-devco","CF",2416
"ec-devco","CG",1836
"ec-devco","234",2
"ec-devco","CI",3355
"ec-devco","247",2
"ec-devco","CK",100
"ec-devco","434",11
"ec-devco","CL",581
"ec-devco","CM",3407
"ec-devco","229",1
"ec-devco","730",5
"ec-devco","CN",1288
"ec-devco","CO",1728
"ec-devco","437",8
"ec-devco","CR",292
"ec-devco","CS",4
"ec-devco","CU",318
"ec-devco","338",15
"ec-devco","CV",913
"ec-devco","230",1
"ec-devco","CW",1
"ec-devco","CY",3
"ec-devco","CZ",3
"ec-devco","DE",52
"ec-devco","DJ",575
"ec-devco","DK",2
"ec-devco","DM",474
"ec-devco","DO",1773
"ec-devco","340",2
"ec-devco","DZ",500
"ec-devco","EC",734
"ec-devco","440",5
"ec-devco","EE",2
"ec-devco","EG",509
"ec-devco","142",1
"ec-devco","ER",875
"ec-devco","271",3
"ec-devco","ES",8
"ec-devco","ET",2501
"ec-devco","238",4
"ec-devco","FI",3
"ec-devco","FJ",446
"ec-devco","FK",14
"ec-devco","FM",79
"ec-devco","GA",1121
"ec-devco","GB",16
"ec-devco","GD",179
"ec-devco","381",2
"ec-devco","GE",943
"ec-devco","612",5
"ec-devco","GH",2157
"ec-devco","241",2
"ec-devco","GL",24
"ec-devco","GM",757
"ec-devco","240",1
"ec-devco","GN",1827
"ec-devco","243",3
"ec-devco","GQ",127
"ec-devco","347",6
"ec-devco","GT",1433
"ec-devco","GW",1680
"ec-devco","244",3
"ec-devco","GY",781
"ec-devco","HK",2
"ec-devco","HN",1272
"ec-devco","HR",218
"ec-devco","349",4
"ec-devco","HT",3909
"ec-devco","HU",6
"ec-devco","ID",1504
"ec-devco","738",1
"ec-devco","IE",2
"ec-devco","IL",141
"ec-devco","645",23
"ec-devco","IN",1542
"ec-devco","IQ",282
"ec-devco","543",16
"ec-devco","IR",102
"ec-devco","IT",6
"ec-devco","JM",1476
"ec-devco","354",2
"ec-devco","JO",404
"ec-devco","549",1
"ec-devco","KE",2638
"ec-devco","248",11
"ec-devco","KG",1103
"ec-devco","614",1
"ec-devco","KH",1762
"ec-devco","728",8
"ec-devco","KI",140
"ec-devco","KM",842
"ec-devco","KN",252
"ec-devco","KP",329
"ec-devco","740",1
"ec-devco","KR",1
"ec-devco","KY",2
"ec-devco","KZ",804
"ec-devco","613",2
"ec-devco","LA",1041
"ec-devco","745",3
"ec-devco","LB",548
"ec-devco","555",3
"ec-devco","LC",590
"ec-devco","383",2
"ec-devco","640",5
"ec-devco","LK",766
"ec-devco","251",3
"ec-devco","LR",1274
"ec-devco","LS",1013
"ec-devco","LT",3
"ec-devco","LU",1
"ec-devco","LV",2
"ec-devco","LY",66
"ec-devco","133",2
"ec-devco","MA",568
"ec-devco","136",2
"ec-devco","MD",262
"ec-devco","ME",26
"ec-devco","MG",4021
"ec-devco","252",3
"ec-devco","MH",52
"ec-devco","MK",189
"ec-devco","ML",3242
"ec-devco","MM",857
"ec-devco","635",14
"ec-devco","MN",356
"ec-devco","MO",2
"ec-devco","MR",1778
"ec-devco","MS",30
"ec-devco","MT",3
"ec-devco","MU",382
"ec-devco","MV",62
"ec-devco","655",2
"ec-devco","253",8
"ec-devco","MW",2989
"ec-devco","MX",750
"ec-devco","358",3
"ec-devco","MY",133
"ec-devco","MZ",2793
"ec-devco","259",3
"ec-devco","275",2
"ec-devco","NC",74
"ec-devco","NG",2419
"ec-devco","261",3
"ec-devco","NI",1998
"ec-devco","364",1
"ec-devco","NL",2
"ec-devco","NO",1
"ec-devco","NP",1267
"ec-devco","660",9
"ec-devco","NR",66
"ec-devco","NU",115
"ec-devco","PA",183
"ec-devco","PE",1249
"ec-devco","454",11
"ec-devco","PF",159
"ec-devco","PG",1737
"ec-devco","PH",1308
"ec-devco","755",8
"ec-devco","PK",1411
"ec-devco","665",3
"ec-devco","PM",56
"ec-devco","PN",15
"ec-devco","PS",912
"ec-devco","550",22
"ec-devco","PT",2
"ec-devco","PW",35
"ec-devco","PY",675
"ec-devco","451",2
"ec-devco","QSN",9
"ec-devco","RO",5
"ec-devco","RS",411
"ec-devco","63",3
"ec-devco","RU",2008
"ec-devco","RW",2019
"ec-devco","266",2
"ec-devco","SB",377
"ec-devco","SC",173
"ec-devco","SD",1826
"ec-devco","278",3
"ec-devco","SE",6
"ec-devco","SH",26
"ec-devco","SI",3
"ec-devco","SK",2
"ec-devco","SL",2075
"ec-devco","272",7
"ec-devco","SM",1
"ec-devco","SO",2083
"ec-devco","273",4
"ec-devco","SR",605
"ec-devco","457",1
"ec-devco","SS",409
"ec-devco","ST",687
"ec-devco","268",1
"ec-devco","SV",752
"ec-devco","342",2
"ec-devco","SY",455
"ec-devco","573",1
"ec-devco","SZ",1246
"ec-devco","TC",76
"ec-devco","TF",2
"ec-devco","TG",1891
"ec-devco","283",2
"ec-devco","TH",838
"ec-devco","764",2
"ec-devco","TJ",1341
"ec-devco","615",4
"ec-devco","TL",661
"ec-devco","TM",230
"ec-devco","TN",625
"ec-devco","139",3
"ec-devco","TO",184
"ec-devco","870",1
"ec-devco","TR",374
"ec-devco","55",1
"ec-devco","TT",279
"ec-devco","TV",88
"ec-devco","TW",7
"ec-devco","TZ",2312
"ec-devco","UA",1986
"ec-devco","85",8
