
	SDRs per currency unit for the period  January 01, 1994 - December 11, 2017
	Date	U.S. dollar(USD)	
	10-Mar-1997	0.727193  	
	11-Mar-1997	0.7265  	
	12-Mar-1997	0.728331  	
	13-Mar-1997	0.72595  	
	14-Mar-1997	0.728704  	
	17-Mar-1997	0.726201  	
	18-Mar-1997	0.725885  	
	19-Mar-1997	0.725418  	
	20-Mar-1997	0.723834  	
	21-Mar-1997	0.72697  	
	24-Mar-1997	0.725426  	
	25-Mar-1997	0.725054  	
	26-Mar-1997	0.725968  	
	27-Mar-1997	0.72297  	
	28-Mar-1997	0.723322  	
	31-Mar-1997	0.721039  	
	01-Apr-1997	0.721612  	
	02-Apr-1997	0.720589  	
	03-Apr-1997	0.720964  	
	04-Apr-1997	0.722865  	
	07-Apr-1997	0.727648  	
	08-Apr-1997	0.730492  	
	09-Apr-1997	0.730713  	
	10-Apr-1997	0.730309  	
	11-Apr-1997	0.731231  	
	14-Apr-1997	0.731758  	
	15-Apr-1997	0.73255  	
	16-Apr-1997	0.731551  	
	17-Apr-1997	0.731398  	
	18-Apr-1997	0.730112  	
	21-Apr-1997	0.728117  	
	22-Apr-1997	0.72889  	
	23-Apr-1997	0.729829  	
	24-Apr-1997	0.731252  	
	25-Apr-1997	0.730353  	
	28-Apr-1997	0.733297  	
	29-Apr-1997	0.733225  	
	30-Apr-1997	0.732318  	
	01-May-1997	0.732866  	
	02-May-1997	0.733247  	
	05-May-1997	0.733385  	
	06-May-1997	0.731308  	
	07-May-1997	0.729672  	
	08-May-1997	0.72817  	
	09-May-1997	0.725177  	
	12-May-1997	0.721371  	
	13-May-1997	0.721854  	
	14-May-1997	0.721594  	
	15-May-1997	0.71578  	
	16-May-1997	0.71765  	
	19-May-1997	0.718551  	
	20-May-1997	0.714639  	
	21-May-1997	0.713188  	
	22-May-1997	0.716642  	
	23-May-1997	0.717026  	
	26-May-1997	0.716336  	
	27-May-1997	0.718539  	
	28-May-1997	0.718573  	
	29-May-1997	0.719019  	
	30-May-1997	0.718497  	
	02-Jun-1997	0.721319  	
	03-Jun-1997	0.72066  	
	04-Jun-1997	0.722683  	
	05-Jun-1997	0.721364  	
	06-Jun-1997	0.722947  	
	09-Jun-1997	0.717136  	
	10-Jun-1997	0.715928  	
	11-Jun-1997	0.715354  	
	12-Jun-1997	0.719223  	
	13-Jun-1997	0.72057  	
	16-Jun-1997	0.720102  	
	17-Jun-1997	0.719806  	
	18-Jun-1997	0.718373  	
	19-Jun-1997	0.718644  	
	20-Jun-1997	0.719643  	
	23-Jun-1997	0.719503  	
	24-Jun-1997	0.718021  	
	25-Jun-1997	0.717033  	
	26-Jun-1997	0.717319  	
	27-Jun-1997	0.718434  	
	30-Jun-1997	0.720389  	
	01-Jul-1997	0.720973  	
	02-Jul-1997	0.720642  	
	03-Jul-1997	0.720515  	
	04-Jul-1997	0.718911  	
	07-Jul-1997	0.716686  	
	08-Jul-1997	0.717879  	
	09-Jul-1997	0.71918  	
	10-Jul-1997	0.71852  	
	11-Jul-1997	0.72013  	
	14-Jul-1997	0.724097  	
	15-Jul-1997	0.725046  	
	16-Jul-1997	0.72676  	
	17-Jul-1997	0.72815  	
	18-Jul-1997	0.727634  	
	21-Jul-1997	0.727147  	
	22-Jul-1997	0.729397  	
	23-Jul-1997	0.729962  	
	24-Jul-1997	0.730644  	
	25-Jul-1997	0.732596  	
	28-Jul-1997	0.735545  	
	29-Jul-1997	0.73563  	
	30-Jul-1997	0.738399  	
	31-Jul-1997	0.736043  	
	01-Aug-1997	0.738084  	
	04-Aug-1997	0.741305  	
	05-Aug-1997	0.741957  	
	06-Aug-1997	0.745532  	
	07-Aug-1997	0.743702  	
	08-Aug-1997	0.742572  	
	11-Aug-1997	0.738427  	
	12-Aug-1997	0.739754  	
	13-Aug-1997	0.739326  	
	14-Aug-1997	0.737176  	
	15-Aug-1997	0.739735  	
	18-Aug-1997	0.735323  	
	19-Aug-1997	0.7379  	
	20-Aug-1997	0.739902  	
	21-Aug-1997	0.740603  	
	22-Aug-1997	0.735419  	
	25-Aug-1997	0.736752  	
	26-Aug-1997	0.733009  	
	27-Aug-1997	0.734959  	
	28-Aug-1997	0.735464  	
	29-Aug-1997	0.733366  	
	01-Sep-1997	0.738283  	
	02-Sep-1997	0.739988  	
	03-Sep-1997	0.740591  	
	04-Sep-1997	0.739801  	
	05-Sep-1997	0.739824  	
	08-Sep-1997	0.738579  	
	09-Sep-1997	0.737134  	
	10-Sep-1997	0.736966  	
	11-Sep-1997	0.735093  	
	12-Sep-1997	0.734813  	
	15-Sep-1997	0.731851  	
	16-Sep-1997	0.733569  	
	17-Sep-1997	0.733584  	
	18-Sep-1997	0.733006  	
	19-Sep-1997	0.73515  	
	22-Sep-1997	0.737409  	
	23-Sep-1997	0.736914  	
	24-Sep-1997	0.73305  	
	25-Sep-1997	0.73318  	
	26-Sep-1997	0.730691  	
	29-Sep-1997	0.731887  	
	30-Sep-1997	0.732487  	
	01-Oct-1997	0.73156  	
	02-Oct-1997	0.732361  	
	03-Oct-1997	0.735182  	
	06-Oct-1997	0.731808  	
	07-Oct-1997	0.730928  	
	08-Oct-1997	0.731214  	
	09-Oct-1997	0.730285  	
	10-Oct-1997	0.727512  	
	13-Oct-1997	0.730238  	
	14-Oct-1997	0.73007  	
	15-Oct-1997	0.730662  	
	16-Oct-1997	0.728599  	
	17-Oct-1997	0.730036  	
	20-Oct-1997	0.732786  	
	21-Oct-1997	0.731435  	
	22-Oct-1997	0.733604  	
	23-Oct-1997	0.732901  	
	24-Oct-1997	0.733289  	
	27-Oct-1997	0.730636  	
	28-Oct-1997	0.723933  	
	29-Oct-1997	0.725477  	
	30-Oct-1997	0.72264  	
	31-Oct-1997	0.722742  	
	03-Nov-1997	0.725092  	
	04-Nov-1997	0.723419  	
	05-Nov-1997	0.725571  	
	06-Nov-1997	0.72568  	
	07-Nov-1997	0.722413  	
	10-Nov-1997	0.725057  	
	11-Nov-1997	0.723716  	
	12-Nov-1997	0.724661  	
	13-Nov-1997	0.725856  	
	14-Nov-1997	0.728666  	
	17-Nov-1997	0.728745  	
	18-Nov-1997	0.727503  	
	19-Nov-1997	0.729701  	
	20-Nov-1997	0.728328  	
	21-Nov-1997	0.73002  	
	24-Nov-1997	0.729122  	
	25-Nov-1997	0.730764  	
	26-Nov-1997	0.733234  	
	27-Nov-1997	0.734409  	
	28-Nov-1997	0.734301  	
	01-Dec-1997	0.736535  	
	02-Dec-1997	0.735326  	
	03-Dec-1997	0.736053  	
	04-Dec-1997	0.736796  	
	05-Dec-1997	0.737603  	
	08-Dec-1997	0.741289  	
	09-Dec-1997	0.741147  	
	10-Dec-1997	0.739168  	
	11-Dec-1997	0.738584  	
	12-Dec-1997	0.737156  	
	15-Dec-1997	0.741769  	
	16-Dec-1997	0.742327  	
	17-Dec-1997	0.734675  	
	18-Dec-1997	0.737411  	
	19-Dec-1997	0.736026  	
	22-Dec-1997	0.739753  	
	23-Dec-1997	0.738744  	
	24-Dec-1997	0.737779  	
	29-Dec-1997	0.737926  	
	30-Dec-1997	0.740406  	
	31-Dec-1997	0.741152  	
	02-Jan-1998	0.74452  	
	05-Jan-1998	0.746967  	
	06-Jan-1998	0.749742  	
	07-Jan-1998	0.749092  	
	08-Jan-1998	0.749786  	
	09-Jan-1998	0.747059  	
	12-Jan-1998	0.748063  	
	13-Jan-1998	0.747219  	
	14-Jan-1998	0.747384  	
	15-Jan-1998	0.746711  	
	16-Jan-1998	0.745385  	
	19-Jan-1998	0.747299  	
	20-Jan-1998	0.746901  	
	21-Jan-1998	0.745433  	
	22-Jan-1998	0.740708  	
	23-Jan-1998	0.738528  	
	26-Jan-1998	0.735183  	
	27-Jan-1998	0.737298  	
	28-Jan-1998	0.739812  	
	29-Jan-1998	0.739337  	
	30-Jan-1998	0.743295  	
	02-Feb-1998	0.744221  	
	03-Feb-1998	0.741292  	
	04-Feb-1998	0.739549  	
	05-Feb-1998	0.735129  	
	06-Feb-1998	0.736777  	
	09-Feb-1998	0.739194  	
	10-Feb-1998	0.739211  	
	11-Feb-1998	0.740879  	
	12-Feb-1998	0.738054  	
	13-Feb-1998	0.741026  	
	16-Feb-1998	0.74174  	
	17-Feb-1998	0.741085  	
	18-Feb-1998	0.742545  	
	19-Feb-1998	0.741828  	
	20-Feb-1998	0.742933  	
	23-Feb-1998	0.743998  	
	24-Feb-1998	0.740726  	
	25-Feb-1998	0.740396  	
	26-Feb-1998	0.743493  	
	27-Feb-1998	0.740612  	
	02-Mar-1998	0.738814  	
	03-Mar-1998	0.740937  	
	04-Mar-1998	0.740829  	
	05-Mar-1998	0.741175  	
	06-Mar-1998	0.744486  	
	09-Mar-1998	0.744896  	
	10-Mar-1998	0.744628  	
	11-Mar-1998	0.746163  	
	12-Mar-1998	0.745696  	
	13-Mar-1998	0.743817  	
	16-Mar-1998	0.743519  	
	17-Mar-1998	0.743146  	
	18-Mar-1998	0.743892  	
	19-Mar-1998	0.744481  	
	20-Mar-1998	0.74557  	
	23-Mar-1998	0.744989  	
	24-Mar-1998	0.744567  	
	25-Mar-1998	0.74451  	
	26-Mar-1998	0.743411  	
	27-Mar-1998	0.74222  	
	30-Mar-1998	0.746249  	
	31-Mar-1998	0.748567  	
	01-Apr-1998	0.749371  	
	02-Apr-1998	0.749958  	
	03-Apr-1998	0.751795  	
	06-Apr-1998	0.750692  	
	07-Apr-1998	0.749526  	
	08-Apr-1998	0.747669  	
	09-Apr-1998	0.747104  	
	10-Apr-1998	0.742938  	
	13-Apr-1998	0.7438  	
	14-Apr-1998	0.742946  	
	15-Apr-1998	0.741068  	
	16-Apr-1998	0.74289  	
	17-Apr-1998	0.741663  	
	20-Apr-1998	0.744218  	
	21-Apr-1998	0.741642  	
	22-Apr-1998	0.74032  	
	23-Apr-1998	0.7409  	
	24-Apr-1998	0.741092  	
	27-Apr-1998	0.743084  	
	28-Apr-1998	0.741657  	
	29-Apr-1998	0.743008  	
	30-Apr-1998	0.74258  	
	01-May-1998	0.743199  	
	04-May-1998	0.741673  	
	05-May-1998	0.740591  	
	06-May-1998	0.74019  	
	07-May-1998	0.739919  	
	08-May-1998	0.741832  	
	11-May-1998	0.7421  	
	12-May-1998	0.742946  	
	13-May-1998	0.744552  	
	14-May-1998	0.744886  	
	15-May-1998	0.744498  	
	18-May-1998	0.747401  	
	19-May-1998	0.746731  	
	20-May-1998	0.746202  	
	21-May-1998	0.744039  	
	22-May-1998	0.744038  	
	25-May-1998	0.744928  	
	26-May-1998	0.745997  	
	27-May-1998	0.744924  	
	28-May-1998	0.748699  	
	29-May-1998	0.748859  	
	01-Jun-1998	0.7486  	
	02-Jun-1998	0.748109  	
	03-Jun-1998	0.746765  	
	04-Jun-1998	0.746249  	
	05-Jun-1998	0.747091  	
	08-Jun-1998	0.748845  	
	09-Jun-1998	0.749189  	
	10-Jun-1998	0.750252  	
	11-Jun-1998	0.752967  	
	12-Jun-1998	0.755889  	
	15-Jun-1998	0.758283  	
	16-Jun-1998	0.754412  	
	17-Jun-1998	0.751411  	
	18-Jun-1998	0.74493  	
	19-Jun-1998	0.744261  	
	22-Jun-1998	0.747968  	
	23-Jun-1998	0.74758  	
	24-Jun-1998	0.749501  	
	25-Jun-1998	0.750819  	
	26-Jun-1998	0.750989  	
	29-Jun-1998	0.752494  	
	30-Jun-1998	0.751008  	
	01-Jul-1998	0.750609  	
	02-Jul-1998	0.753356  	
	03-Jul-1998	0.751979  	
	06-Jul-1998	0.752613  	
	07-Jul-1998	0.75253  	
	08-Jul-1998	0.753228  	
	09-Jul-1998	0.755254  	
	10-Jul-1998	0.755546  	
	13-Jul-1998	0.754572  	
	14-Jul-1998	0.75249  	
	15-Jul-1998	0.751841  	
	16-Jul-1998	0.749707  	
	17-Jul-1998	0.749726  	
	20-Jul-1998	0.74766  	
	21-Jul-1998	0.749161  	
	22-Jul-1998	0.750158  	
	23-Jul-1998	0.751815  	
	24-Jul-1998	0.748944  	
	27-Jul-1998	0.749876  	
	28-Jul-1998	0.750318  	
	29-Jul-1998	0.749107  	
	30-Jul-1998	0.748752  	
	31-Jul-1998	0.752169  	
	03-Aug-1998	0.75458  	
	04-Aug-1998	0.753654  	
	05-Aug-1998	0.750799  	
	06-Aug-1998	0.751351  	
	07-Aug-1998	0.752512  	
	10-Aug-1998	0.754519  	
	11-Aug-1998	0.755672  	
	12-Aug-1998	0.752734  	
	13-Aug-1998	0.754426  	
	14-Aug-1998	0.754756  	
	17-Aug-1998	0.757307  	
	18-Aug-1998	0.757008  	
	19-Aug-1998	0.756121  	
	20-Aug-1998	0.753474  	
	21-Aug-1998	0.754377  	
	24-Aug-1998	0.754587  	
	25-Aug-1998	0.754477  	
	26-Aug-1998	0.75576  	
	27-Aug-1998	0.753872  	
	28-Aug-1998	0.752043  	
	31-Aug-1998	0.745034  	
	01-Sep-1998	0.741356  	
	02-Sep-1998	0.742544  	
	03-Sep-1998	0.736861  	
	04-Sep-1998	0.739233  	
	07-Sep-1998	0.732318  	
	08-Sep-1998	0.735131  	
	09-Sep-1998	0.740681  	
	10-Sep-1998	0.734412  	
	11-Sep-1998	0.727771  	
	14-Sep-1998	0.731139  	
	15-Sep-1998	0.72893  	
	16-Sep-1998	0.733101  	
	17-Sep-1998	0.729112  	
	18-Sep-1998	0.73015  	
	21-Sep-1998	0.728551  	
	22-Sep-1998	0.731838  	
	23-Sep-1998	0.732708  	
	24-Sep-1998	0.731777  	
	25-Sep-1998	0.726073  	
	28-Sep-1998	0.729973  	
	29-Sep-1998	0.726797  	
	30-Sep-1998	0.729223  	
	01-Oct-1998	0.724753  	
	02-Oct-1998	0.721522  	
	05-Oct-1998	0.723824  	
	06-Oct-1998	0.722685  	
	07-Oct-1998	0.711584  	
	08-Oct-1998	0.700092  	
	09-Oct-1998	0.706614  	
	12-Oct-1998	0.710603  	
	13-Oct-1998	0.710266  	
	14-Oct-1998	0.709655  	
	15-Oct-1998	0.709065  	
	16-Oct-1998	0.701487  	
	19-Oct-1998	0.703065  	
	20-Oct-1998	0.70679  	
	21-Oct-1998	0.70641  	
	22-Oct-1998	0.710743  	
	23-Oct-1998	0.709907  	
	26-Oct-1998	0.711713  	
	27-Oct-1998	0.714857  	
	28-Oct-1998	0.710393  	
	29-Oct-1998	0.709579  	
	30-Oct-1998	0.710051  	
	02-Nov-1998	0.709595  	
	03-Nov-1998	0.711245  	
	04-Nov-1998	0.714049  	
	05-Nov-1998	0.713446  	
	06-Nov-1998	0.713525  	
	09-Nov-1998	0.717378  	
	10-Nov-1998	0.721037  	
	11-Nov-1998	0.720174  	
	12-Nov-1998	0.722681  	
	13-Nov-1998	0.720176  	
	16-Nov-1998	0.716863  	
	17-Nov-1998	0.715662  	
	18-Nov-1998	0.716394  	
	19-Nov-1998	0.716005  	
	20-Nov-1998	0.719178  	
	23-Nov-1998	0.722842  	
	24-Nov-1998	0.723605  	
	25-Nov-1998	0.721393  	
	26-Nov-1998	0.72348  	
	27-Nov-1998	0.723323  	
	30-Nov-1998	0.724551  	
	01-Dec-1998	0.721588  	
	02-Dec-1998	0.718618  	
	03-Dec-1998	0.715092  	
	04-Dec-1998	0.715383  	
	07-Dec-1998	0.718169  	
	08-Dec-1998	0.71674  	
	09-Dec-1998	0.714727  	
	10-Dec-1998	0.71357  	
	11-Dec-1998	0.711537  	
	14-Dec-1998	0.709632  	
	15-Dec-1998	0.71036  	
	16-Dec-1998	0.710042  	
	17-Dec-1998	0.711353  	
	18-Dec-1998	0.70954  	
	21-Dec-1998	0.710135  	
	22-Dec-1998	0.712935  	
	23-Dec-1998	0.712151  	
	24-Dec-1998	0.71331  	
	28-Dec-1998	0.712972  	
	29-Dec-1998	0.711852  	
	30-Dec-1998	0.710846  	
	31-Dec-1998	0.710215  	
	04-Jan-1999	0.708771  	
	05-Jan-1999	0.70608  	
	06-Jan-1999	0.707354  	
	07-Jan-1999	0.708895  	
	08-Jan-1999	0.7104  	
	11-Jan-1999	0.708035  	
	12-Jan-1999	0.714717  	
	13-Jan-1999	0.709481  	
	14-Jan-1999	0.71219  	
	15-Jan-1999	0.710598  	
	18-Jan-1999	0.71414  	
	19-Jan-1999	0.712057  	
	20-Jan-1999	0.713212  	
	21-Jan-1999	0.712669  	
	22-Jan-1999	0.713483  	
	25-Jan-1999	0.713617  	
	26-Jan-1999	0.712758  	
	27-Jan-1999	0.714698  	
	28-Jan-1999	0.718308  	
	29-Jan-1999	0.719541  	
	01-Feb-1999	0.719135  	
	02-Feb-1999	0.717885  	
	03-Feb-1999	0.716867  	
	04-Feb-1999	0.719371  	
	05-Feb-1999	0.717408  	
	08-Feb-1999	0.719801  	
	09-Feb-1999	0.71968  	
	10-Feb-1999	0.720208  	
	11-Feb-1999	0.719786  	
	12-Feb-1999	0.721348  	
	15-Feb-1999	0.721165  	
	16-Feb-1999	0.725499  	
	17-Feb-1999	0.724831  	
	18-Feb-1999	0.726571  	
	19-Feb-1999	0.728164  	
	22-Feb-1999	0.734614  	
	23-Feb-1999	0.733846  	
	24-Feb-1999	0.734202  	
	25-Feb-1999	0.732928  	
	26-Feb-1999	0.732298  	
	01-Mar-1999	0.732172  	
	02-Mar-1999	0.735718  	
	03-Mar-1999	0.735337  	
	04-Mar-1999	0.738716  	
	05-Mar-1999	0.738938  	
	08-Mar-1999	0.735948  	
	09-Mar-1999	0.737073  	
	10-Mar-1999	0.733194  	
	11-Mar-1999	0.734254  	
	12-Mar-1999	0.732038  	
	15-Mar-1999	0.730568  	
	16-Mar-1999	0.732846  	
	17-Mar-1999	0.731389  	
	18-Mar-1999	0.729753  	
	19-Mar-1999	0.730129  	
	22-Mar-1999	0.731888  	
	23-Mar-1999	0.732049  	
	24-Mar-1999	0.729956  	
	25-Mar-1999	0.731148  	
	26-Mar-1999	0.734461  	
	29-Mar-1999	0.737064  	
	30-Mar-1999	0.737938  	
	31-Mar-1999	0.736463  	
	01-Apr-1999	0.736398  	
	02-Apr-1999	0.737738  	
	05-Apr-1999	0.74072  	
	06-Apr-1999	0.740802  	
	07-Apr-1999	0.738103  	
	08-Apr-1999	0.73758  	
	09-Apr-1999	0.738733  	
	12-Apr-1999	0.735129  	
	13-Apr-1999	0.73689  	
	14-Apr-1999	0.73535  	
	15-Apr-1999	0.735585  	
	16-Apr-1999	0.737073  	
	19-Apr-1999	0.736879  	
	20-Apr-1999	0.736834  	
	21-Apr-1999	0.739596  	
	22-Apr-1999	0.740726  	
	23-Apr-1999	0.738952  	
	26-Apr-1999	0.738778  	
	27-Apr-1999	0.738972  	
	28-Apr-1999	0.738007  	
	29-Apr-1999	0.739144  	
	30-Apr-1999	0.740069  	
	03-May-1999	0.741056  	
	04-May-1999	0.741865  	
	05-May-1999	0.738682  	
	06-May-1999	0.735676  	
	07-May-1999	0.73615  	
	10-May-1999	0.737437  	
	11-May-1999	0.737818  	
	12-May-1999	0.739736  	
	13-May-1999	0.740429  	
	14-May-1999	0.740896  	
	17-May-1999	0.741594  	
	18-May-1999	0.740884  	
	19-May-1999	0.743715  	
	20-May-1999	0.743398  	
	21-May-1999	0.744362  	
	24-May-1999	0.7451  	
	25-May-1999	0.743225  	
	26-May-1999	0.743576  	
	27-May-1999	0.746406  	
	28-May-1999	0.743585  	
	31-May-1999	0.745179  	
	01-Jun-1999	0.745246  	
	02-Jun-1999	0.745645  	
	03-Jun-1999	0.746277  	
	04-Jun-1999	0.747884  	
	07-Jun-1999	0.747378  	
	08-Jun-1999	0.746286  	
	09-Jun-1999	0.742461  	
	10-Jun-1999	0.742715  	
	11-Jun-1999	0.740712  	
	14-Jun-1999	0.743339  	
	15-Jun-1999	0.74542  	
	16-Jun-1999	0.74696  	
	17-Jun-1999	0.746387  	
	18-Jun-1999	0.746211  	
	21-Jun-1999	0.748035  	
	22-Jun-1999	0.748377  	
	23-Jun-1999	0.749888  	
	24-Jun-1999	0.749081  	
	25-Jun-1999	0.745575  	
	28-Jun-1999	0.747269  	
	29-Jun-1999	0.747742  	
	30-Jun-1999	0.748574  	
	01-Jul-1999	0.747924  	
	02-Jul-1999	0.750835  	
	05-Jul-1999	0.751719  	
	06-Jul-1999	0.752601  	
	07-Jul-1999	0.752773  	
	08-Jul-1999	0.753931  	
	09-Jul-1999	0.754071  	
	12-Jul-1999	0.755531  	
	13-Jul-1999	0.753606  	
	14-Jul-1999	0.752582  	
	15-Jul-1999	0.751366  	
	16-Jul-1999	0.751606  	
	19-Jul-1999	0.752054  	
	20-Jul-1999	0.744785  	
	21-Jul-1999	0.74415  	
	22-Jul-1999	0.741312  	
	23-Jul-1999	0.739734  	
	26-Jul-1999	0.735344  	
	27-Jul-1999	0.737414  	
	28-Jul-1999	0.737467  	
	29-Jul-1999	0.734182  	
	30-Jul-1999	0.733026  	
	02-Aug-1999	0.732092  	
	03-Aug-1999	0.733993  	
	04-Aug-1999	0.730758  	
	05-Aug-1999	0.730238  	
	06-Aug-1999	0.731798  	
	09-Aug-1999	0.733868  	
	10-Aug-1999	0.731494  	
	11-Aug-1999	0.733256  	
	12-Aug-1999	0.735529  	
	13-Aug-1999	0.73343  	
	16-Aug-1999	0.735289  	
	17-Aug-1999	0.736624  	
	18-Aug-1999	0.734834  	
	19-Aug-1999	0.732794  	
	20-Aug-1999	0.728859  	
	23-Aug-1999	0.729781  	
	24-Aug-1999	0.733541  	
	25-Aug-1999	0.734903  	
	26-Aug-1999	0.734638  	
	27-Aug-1999	0.73499  	
	30-Aug-1999	0.734631  	
	31-Aug-1999	0.730004  	
	01-Sep-1999	0.728038  	
	02-Sep-1999	0.726836  	
	03-Sep-1999	0.727307  	
	06-Sep-1999	0.729344  	
	07-Sep-1999	0.732155  	
	08-Sep-1999	0.730655  	
	09-Sep-1999	0.727238  	
	10-Sep-1999	0.728758  	
	13-Sep-1999	0.729553  	
	14-Sep-1999	0.729538  	
	15-Sep-1999	0.725831  	
	16-Sep-1999	0.725406  	
	17-Sep-1999	0.72835  	
	20-Sep-1999	0.729624  	
	21-Sep-1999	0.724884  	
	22-Sep-1999	0.722639  	
	23-Sep-1999	0.723483  	
	24-Sep-1999	0.723097  	
	27-Sep-1999	0.724044  	
	28-Sep-1999	0.724967  	
	29-Sep-1999	0.72466  	
	30-Sep-1999	0.720621  	
	01-Oct-1999	0.71903  	
	04-Oct-1999	0.719056  	
	05-Oct-1999	0.721111  	
	06-Oct-1999	0.720577  	
	07-Oct-1999	0.722174  	
	08-Oct-1999	0.723011  	
	11-Oct-1999	0.722245  	
	12-Oct-1999	0.721422  	
	13-Oct-1999	0.720879  	
	14-Oct-1999	0.720162  	
	15-Oct-1999	0.71609  	
	18-Oct-1999	0.715322  	
	19-Oct-1999	0.716488  	
	20-Oct-1999	0.71835  	
	21-Oct-1999	0.717985  	
	22-Oct-1999	0.7168  	
	25-Oct-1999	0.719495  	
	26-Oct-1999	0.71922  	
	27-Oct-1999	0.718955  	
	28-Oct-1999	0.721559  	
	29-Oct-1999	0.72426  	
	01-Nov-1999	0.720478  	
	02-Nov-1999	0.722349  	
	03-Nov-1999	0.72136  	
	04-Nov-1999	0.722895  	
	05-Nov-1999	0.726241  	
	08-Nov-1999	0.727182  	
	09-Nov-1999	0.725941  	
	10-Nov-1999	0.726056  	
	11-Nov-1999	0.725881  	
	12-Nov-1999	0.72664  	
	15-Nov-1999	0.727597  	
	16-Nov-1999	0.727968  	
	17-Nov-1999	0.726223  	
	18-Nov-1999	0.726991  	
	19-Nov-1999	0.729394  	
	22-Nov-1999	0.727901  	
	23-Nov-1999	0.726833  	
	24-Nov-1999	0.728825  	
	25-Nov-1999	0.729162  	
	26-Nov-1999	0.731103  	
	29-Nov-1999	0.728364  	
	30-Nov-1999	0.730126  	
	01-Dec-1999	0.729158  	
	02-Dec-1999	0.730022  	
	03-Dec-1999	0.730471  	
	06-Dec-1999	0.727845  	
	07-Dec-1999	0.726172  	
	08-Dec-1999	0.725791  	
	09-Dec-1999	0.727083  	
	10-Dec-1999	0.726917  	
	13-Dec-1999	0.727544  	
	14-Dec-1999	0.730619  	
	15-Dec-1999	0.732025  	
	16-Dec-1999	0.727905  	
	17-Dec-1999	0.728212  	
	20-Dec-1999	0.730198  	
	21-Dec-1999	0.728723  	
	22-Dec-1999	0.72821  	
	23-Dec-1999	0.727667  	
	24-Dec-1999	0.727427  	
	27-Dec-1999	0.727212  	
	28-Dec-1999	0.728675  	
	29-Dec-1999	0.728131  	
	30-Dec-1999	0.729422  	
	31-Dec-1999	0.728591  	
	03-Jan-2000	0.726696  	
	04-Jan-2000	0.723608  	
	05-Jan-2000	0.723627  	
	06-Jan-2000	0.724439  	
	07-Jan-2000	0.727113  	
	10-Jan-2000	0.727964  	
	11-Jan-2000	0.727992  	
	12-Jan-2000	0.727408  	
	13-Jan-2000	0.727922  	
	14-Jan-2000	0.728693  	
	17-Jan-2000	0.730418  	
	18-Jan-2000	0.73166  	
	19-Jan-2000	0.732035  	
	20-Jan-2000	0.730754  	
	21-Jan-2000	0.728903  	
	24-Jan-2000	0.730897  	
	25-Jan-2000	0.732883  	
	26-Jan-2000	0.733032  	
	27-Jan-2000	0.733533  	
	28-Jan-2000	0.735643  	
	31-Jan-2000	0.739166  	
	01-Feb-2000	0.743465  	
	02-Feb-2000	0.744247  	
	03-Feb-2000	0.74417  	
	04-Feb-2000	0.741912  	
	07-Feb-2000	0.743729  	
	08-Feb-2000	0.742725  	
	09-Feb-2000	0.740652  	
	10-Feb-2000	0.74086  	
	11-Feb-2000	0.744681  	
	14-Feb-2000	0.741878  	
	15-Feb-2000	0.744331  	
	16-Feb-2000	0.74368  	
	17-Feb-2000	0.74217  	
	18-Feb-2000	0.744673  	
	21-Feb-2000	0.745665  	
	22-Feb-2000	0.742117  	
	23-Feb-2000	0.741027  	
	24-Feb-2000	0.743389  	
	25-Feb-2000	0.746297  	
	28-Feb-2000	0.746809  	
	29-Feb-2000	0.74667  	
	01-Mar-2000	0.746737  	
	02-Mar-2000	0.743895  	
	03-Mar-2000	0.746249  	
	06-Mar-2000	0.745927  	
	07-Mar-2000	0.747441  	
	08-Mar-2000	0.747332  	
	09-Mar-2000	0.745084  	
	10-Mar-2000	0.745256  	
	13-Mar-2000	0.741977  	
	14-Mar-2000	0.743623  	
	15-Mar-2000	0.743754  	
	16-Mar-2000	0.742802  	
	17-Mar-2000	0.743599  	
	20-Mar-2000	0.744914  	
	21-Mar-2000	0.744095  	
	22-Mar-2000	0.747048  	
	23-Mar-2000	0.746677  	
	24-Mar-2000	0.743884  	
	27-Mar-2000	0.742495  	
	28-Mar-2000	0.74402  	
	29-Mar-2000	0.744455  	
	30-Mar-2000	0.743904  	
	31-Mar-2000	0.74246  	
	03-Apr-2000	0.743755  	
	04-Apr-2000	0.744179  	
	05-Apr-2000	0.741899  	
	06-Apr-2000	0.742601  	
	07-Apr-2000	0.744145  	
	10-Apr-2000	0.74605  	
	11-Apr-2000	0.745756  	
	12-Apr-2000	0.744593  	
	13-Apr-2000	0.744931  	
	14-Apr-2000	0.745617  	
	17-Apr-2000	0.741581  	
	18-Apr-2000	0.744338  	
	19-Apr-2000	0.745709  	
	20-Apr-2000	0.747312  	
	21-Apr-2000	0.749102  	
	24-Apr-2000	0.748444  	
	25-Apr-2000	0.750256  	
	26-Apr-2000	0.753481  	
	27-Apr-2000	0.753321  	
	28-Apr-2000	0.75803  	
	01-May-2000	0.759726  	
	02-May-2000	0.759372  	
	03-May-2000	0.762537  	
	04-May-2000	0.763797  	
	05-May-2000	0.763391  	
	08-May-2000	0.764913  	
	09-May-2000	0.764956  	
	10-May-2000	0.761919  	
	11-May-2000	0.76337  	
	12-May-2000	0.763171  	
	15-May-2000	0.76238  	
	16-May-2000	0.76431  	
	17-May-2000	0.768493  	
	18-May-2000	0.768955  	
